geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,strand,left,right,GeneName,name,location,,
ENSG00000237301,10.43,-0.107,0.201,-0.535,0.593,0.785,1,-,15912630,15930121,RP4-680D5.2,,1:15912630-15930121,,
ENSG00000235084,293.219,0.01,0.084,0.114,0.909,0.961,1,+,15931076,15931538,CHCHD2P6,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 6 [Source:HGNC Symbol,Acc:HGNC:39590],1:15931076-15931538,
ENSG00000197312,508.545,0.273,0.067,4.087,0,0,1,+,15943994,15995539,DDI2,DNA damage inducible 1 homolog 2 [Source:HGNC Symbol,Acc:HGNC:24578],1:15943994-15995539,
ENSG00000116786,466.141,-0.154,0.049,-3.108,0.002,0.01,1,+,16010826,16061264,PLEKHM2,pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol,Acc:HGNC:29131],1:16010826-16061264,
ENSG00000237938,29.141,-0.28,0.148,-1.894,0.058,0.174,1,-,16049213,16063391,RP11-288I21.1,,1:16049213-16063391,,
ENSG00000162461,33.528,-0.147,0.13,-1.128,0.259,0.493,1,+,16062899,16067891,SLC25A34,solute carrier family 25 member 34 [Source:HGNC Symbol,Acc:HGNC:27653],1:16062899-16067891,
ENSG00000224459,1.248,-0.42,0.254,-1.652,0.098,NA,1,-,16066545,16076391,RP11-169K16.4,,1:16066545-16076391,,
ENSG00000162458,269.323,-0.167,0.059,-2.84,0.005,0.021,1,+,16083101,16091568,FBLIM1,filamin binding LIM protein 1 [Source:HGNC Symbol,Acc:HGNC:24686],1:16083101-16091568,
ENSG00000224321,40.735,-0.062,0.136,-0.457,0.648,0.82,1,+,16119290,16119780,RPL12P14,ribosomal protein L12 pseudogene 14 [Source:HGNC Symbol,Acc:HGNC:36495],1:16119290-16119780,
ENSG00000233954,143.689,0.078,0.082,0.945,0.345,0.585,1,-,16133678,16134194,UQCRHL,ubiquinol-cytochrome c reductase hinge protein like [Source:HGNC Symbol,Acc:HGNC:51714],1:16133678-16134194,
ENSG00000178715,48.672,0.039,0.119,0.33,0.742,0.876,1,+,16154723,16155167,RP11-169K16.8,,1:16154723-16155167,,
ENSG00000179743,47.167,-0.427,0.113,-3.789,0,0.001,1,-,16160559,16162355,FLJ37453,uncharacterized LOC729614 [Source:EntrezGene,Acc:729614],1:16160559-16162355,
ENSG00000065526,351.011,-0.037,0.066,-0.568,0.57,0.769,1,+,16174358,16266955,SPEN,spen family transcriptional repressor [Source:HGNC Symbol,Acc:HGNC:17575],1:16174358-16266955,
ENSG00000116809,274.695,-0.061,0.072,-0.848,0.396,0.635,1,-,16268363,16269217,ZBTB17,zinc finger and BTB domain containing 17 [Source:HGNC Symbol,Acc:HGNC:12936],1:16268363-16269217,
ENSG00000183888,31.12,-0.815,0.143,-5.718,0,0,1,+,16330730,16335302,C1orf64,chromosome 1 open reading frame 64 [Source:HGNC Symbol,Acc:HGNC:28339],1:16330730-16335302,
ENSG00000233078,9.504,-0.671,0.22,-3.044,0.002,0.012,1,-,16332654,16333166,RP11-5P18.5,,1:16332654-16333166,,
ENSG00000173641,1.188,-0.184,0.247,-0.743,0.458,NA,1,-,16340522,16344536,HSPB7,heat shock protein family B (small) member 7 [Source:HGNC Symbol,Acc:HGNC:5249],1:16340522-16344536,
ENSG00000186510,4.91,-0.189,0.249,-0.758,0.448,0.679,1,+,16345369,16360545,CLCNKA,"chloride channel, voltage-sensitive Ka [Source:HGNC Symbol;Acc:HGNC:2026]",1:16345369-16360545,,
ENSG00000184908,3.337,-0.272,0.263,-1.035,0.301,0.54,1,+,16370271,16383803,CLCNKB,"chloride channel, voltage-sensitive Kb [Source:HGNC Symbol;Acc:HGNC:2027]",1:16370271-16383803,,
ENSG00000185519,6.188,0.407,0.241,1.688,0.091,0.242,1,-,16384263,16400121,FAM131C,family with sequence similarity 131 member C [Source:HGNC Symbol,Acc:HGNC:26717],1:16384263-16400121,
ENSG00000142627,61.633,0.667,0.123,5.421,0,0,1,-,16450831,16482582,EPHA2,EPH receptor A2 [Source:HGNC Symbol,Acc:HGNC:3386],1:16450831-16482582,
ENSG00000227959,0.737,0.052,0.228,0.23,0.818,NA,1,+,16481705,16483824,RP11-276H7.2,,1:16481705-16483824,,
ENSG00000234166,22.167,-0.482,0.17,-2.831,0.005,0.021,1,+,16524348,16524852,ARHGEF19-AS1,ARHGEF19 antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:39996],1:16524348-16524852,
ENSG00000142632,442.631,-0.6,0.052,-11.523,0,0,1,-,16524348,16533506,ARHGEF19,Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol,Acc:HGNC:26604],1:16524348-16533506,
ENSG00000237276,18.997,-0.564,0.166,-3.394,0.001,0.004,1,-,16542403,16543655,ANO7P1,anoctamin 7 pseudogene 1 [Source:HGNC Symbol,Acc:HGNC:32248],1:16542403-16543655,
ENSG00000204377,13.453,-0.222,0.183,-1.211,0.226,0.451,1,-,16555367,16556038,NA,NA,1:16555367-16556038,,
ENSG00000132881,64.624,-0.188,0.103,-1.829,0.067,0.194,1,-,16558194,16563657,RSG1,REM2 and RAB-like small GTPase 1 [Source:HGNC Symbol,Acc:HGNC:28127],1:16558194-16563657,
ENSG00000233929,4.758,0.766,0.254,3.017,0.003,0.013,1,-,16567707,16567893,MT1XP1,metallothionein 1X pseudogene 1 [Source:HGNC Symbol,Acc:HGNC:7442],1:16567707-16567893,
ENSG00000037637,297.147,-0.019,0.056,-0.337,0.736,0.873,1,-,16573333,16678949,FBXO42,F-box protein 42 [Source:HGNC Symbol,Acc:HGNC:29249],1:16573333-16678949,
ENSG00000055070,1088.024,-0.021,0.042,-0.504,0.614,0.8,1,+,16679069,16719850,SZRD1,SUZ RNA binding domain containing 1 [Source:HGNC Symbol,Acc:HGNC:30232],1:16679069-16719850,
ENSG00000226457,10.656,-0.155,0.202,-0.77,0.441,0.674,1,-,16695644,16696025,RP11-430L17.1,,1:16695644-16696025,,
ENSG00000187144,317.148,0.079,0.061,1.299,0.194,0.409,1,-,16713611,16730469,SPATA21,spermatogenesis associated 21 [Source:HGNC Symbol,Acc:HGNC:28026],1:16713611-16730469,
ENSG00000157191,328.337,-0.023,0.051,-0.462,0.644,0.818,1,+,16767166,16786573,NECAP2,NECAP endocytosis associated 2 [Source:HGNC Symbol,Acc:HGNC:25528],1:16767166-16786573,
ENSG00000226029,14.204,0.119,0.185,0.642,0.521,0.735,1,+,16787442,16794976,RP4-798A10.2,,1:16787442-16794976,,
ENSG00000080947,61.001,-0.216,0.103,-2.094,0.036,0.12,1,-,16793930,16819196,CROCCP3,"ciliary rootlet coiled-coil, rootletin pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29405]",1:16793930-16819196,,
ENSG00000261135,10.563,-0.192,0.205,-0.936,0.349,0.589,1,+,16841139,16842249,RP4-798A10.7,,1:16841139-16842249,,
ENSG00000224174,2.057,-0.369,0.266,-1.388,0.165,0.368,1,+,16847188,16848291,RP4-798A10.4,,1:16847188-16848291,,
ENSG00000233421,1.715,-0.293,0.263,-1.114,0.265,0.5,1,-,16860380,16862144,RP5-875O13.1,,1:16860380-16862144,,
ENSG00000225710,3.136,0.076,0.262,0.291,0.771,0.893,1,-,16875145,16879026,RP5-875O13.6,,1:16875145-16879026,,
ENSG00000219481,994.402,0.231,0.051,4.543,0,0,1,-,16888813,16939982,NBPF1,neuroblastoma breakpoint family member 1 [Source:HGNC Symbol,Acc:HGNC:26088],1:16888813-16939982,
ENSG00000215908,257.993,-0.119,0.089,-1.332,0.183,0.394,1,-,16944750,16957401,CROCCP2,"ciliary rootlet coiled-coil, rootletin pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28170]",1:16944750-16957401,,
ENSG00000186301,66.183,-0.3,0.099,-3.034,0.002,0.012,1,+,16972068,16976914,MST1P2,macrophage stimulating 1 (hepatocyte growth factor-like) pseudogene 2 [Source:HGNC Symbol,Acc:HGNC:7383],1:16972068-16976914,
ENSG00000207513,0.434,-0.049,0.188,-0.263,0.793,NA,1,-,16993279,16993443,RNU1-3,"RNA, U1 small nuclear 3 [Source:HGNC Symbol;Acc:HGNC:10130]",1:16993279-16993443,,
ENSG00000237847,0.567,0.176,0.21,0.836,0.403,NA,1,+,16999497,17000007,FAM231A,family with sequence similarity 231 member A [Source:HGNC Symbol,Acc:HGNC:49427],1:16999497-17000007,
ENSG00000236698,55.522,0.085,0.121,0.704,0.482,0.706,1,-,17012115,17012550,EIF1AXP1,"eukaryotic translation initiation factor 1A, X-linked pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19900]",1:17012115-17012550,,
ENSG00000268869,79.385,0.502,0.104,4.817,0,0,1,-,17013833,17018804,ESPNP,espin pseudogene [Source:HGNC Symbol,Acc:HGNC:23285],1:17013833-17018804,
ENSG00000268991,0.687,-0.612,0.22,-2.778,0.005,NA,1,-,17060446,17060956,FAM231C,family with sequence similarity 231 member C [Source:HGNC Symbol,Acc:HGNC:49508],1:17060446-17060956,
ENSG00000058453,478.998,-0.264,0.084,-3.154,0.002,0.009,1,+,17066767,17267929,CROCC,"ciliary rootlet coiled-coil, rootletin [Source:HGNC Symbol;Acc:HGNC:21299]",1:17066767-17267929,,
ENSG00000227684,2.314,-0.377,0.267,-1.416,0.157,0.355,1,+,17076727,17077459,CROCCP4,"ciliary rootlet coiled-coil, rootletin pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43864]",1:17076727-17077459,,
ENSG00000186715,62.51,-0.211,0.107,-1.973,0.049,0.151,1,-,17081404,17085367,MST1L,macrophage stimulating 1-like [Source:HGNC Symbol,Acc:HGNC:7390],1:17081404-17085367,
ENSG00000223643,0.583,0.001,0.202,0.004,0.997,NA,1,-,17177751,17179294,RP11-108M9.1,,1:17177751-17179294,,
ENSG00000230239,2.422,-0.069,0.267,-0.26,0.795,0.906,1,+,17181901,17185779,RP11-108M9.2,,1:17181901-17185779,,
ENSG00000228549,2.64,-0.328,0.264,-1.243,0.214,0.436,1,+,17197439,17200574,RP11-108M9.3,,1:17197439-17200574,,
ENSG00000238142,4.311,-0.1,0.253,-0.397,0.692,0.847,1,-,17215032,17215868,RP11-108M9.4,,1:17215032-17215868,,
ENSG00000235241,3.105,-0.429,0.263,-1.634,0.102,0.263,1,+,17215589,17216097,RP11-108M9.5,,1:17215589-17216097,,
ENSG00000272426,0.865,0.293,0.238,1.231,0.218,NA,1,-,17230833,17231271,RP11-108M9.6,,1:17230833-17231271,,
ENSG00000117122,115.663,0.006,0.093,0.062,0.951,0.98,1,-,17300996,17304771,MFAP2,microfibrillar associated protein 2 [Source:HGNC Symbol,Acc:HGNC:7033],1:17300996-17304771,
ENSG00000226526,62.738,0.128,0.105,1.214,0.225,0.45,1,+,17305420,17331586,RP1-37C10.3,,1:17305420-17331586,,
ENSG00000159363,1115.837,0.017,0.048,0.362,0.717,0.863,1,-,17312452,17338267,ATP13A2,ATPase type 13A2 [Source:HGNC Symbol,Acc:HGNC:30213],1:17312452-17338267,
ENSG00000117118,563.189,0.078,0.046,1.696,0.09,0.239,1,-,17345216,17380665,SDHB,"succinate dehydrogenase complex subunit B, iron sulfur (Ip) [Source:HGNC Symbol;Acc:HGNC:10681]",1:17345216-17380665,,
ENSG00000117115,94.572,0.148,0.091,1.63,0.103,0.264,1,-,17393255,17445930,PADI2,"peptidyl arginine deiminase, type II [Source:HGNC Symbol;Acc:HGNC:18341]",1:17393255-17445930,,
ENSG00000142623,1.353,0.111,0.256,0.433,0.665,NA,1,+,17531620,17572500,PADI1,"peptidyl arginine deiminase, type I [Source:HGNC Symbol;Acc:HGNC:18367]",1:17531620-17572500,,
ENSG00000142619,536.072,-0.205,0.059,-3.492,0,0.003,1,+,17575592,17610728,PADI3,"peptidyl arginine deiminase, type III [Source:HGNC Symbol;Acc:HGNC:18337]",1:17575592-17610728,,
ENSG00000266634,0.65,-0.475,0.212,-2.246,0.025,NA,1,+,17604383,17604470,MIR3972,microRNA 3972 [Source:HGNC Symbol,Acc:HGNC:41876],1:17604383-17604470,
ENSG00000159339,6.071,-0.228,0.238,-0.957,0.339,0.579,1,+,17634689,17661291,PADI4,"peptidyl arginine deiminase, type IV [Source:HGNC Symbol;Acc:HGNC:18368]",1:17634689-17661291,,
ENSG00000269468,67.408,-0.059,0.103,-0.573,0.566,0.766,1,-,17655506,17676070,NA,NA,1:17655506-17676070,,
ENSG00000256049,1.295,0.616,0.248,2.484,0.013,NA,1,+,17698690,17728195,NA,NA,1:17698690-17728195,,
ENSG00000227751,163.699,-0.04,0.083,-0.481,0.63,0.809,1,+,17733255,17733878,RP1-20B21.4,,1:17733255-17733878,,
ENSG00000179051,1909.055,0.079,0.031,2.501,0.012,0.05,1,-,17733255,17766220,RCC2,regulator of chromosome condensation 2 [Source:HGNC Symbol,Acc:HGNC:30297],1:17733255-17766220,
ENSG00000074964,286.67,-0.281,0.058,-4.867,0,0,1,+,17866329,18024364,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol,Acc:HGNC:25540],1:17866329-18024364,
ENSG00000117148,3.888,0.091,0.258,0.352,0.725,0.867,1,+,18081807,18153558,ACTL8,actin like 8 [Source:HGNC Symbol,Acc:HGNC:24018],1:18081807-18153558,
ENSG00000179023,239.918,-0.303,0.069,-4.408,0,0,1,+,18807423,18812478,KLHDC7A,kelch domain containing 7A [Source:HGNC Symbol,Acc:HGNC:26791],1:18807423-18812478,
ENSG00000235282,6.36,0.452,0.241,1.877,0.061,0.179,1,+,18839611,18839877,DYNLL1P3,"dynein, light chain, LC8-type 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49654]",1:18839611-18839877,,
ENSG00000159423,397.311,0.077,0.066,1.168,0.243,0.472,1,-,19197925,19229047,ALDH4A1,aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol,Acc:HGNC:406],1:19197925-19229047,
ENSG00000169991,185.629,1.678,0.076,22.046,0,0,1,-,19230774,19283180,IFFO2,intermediate filament family orphan 2 [Source:HGNC Symbol,Acc:HGNC:27006],1:19230774-19283180,
ENSG00000272084,2.308,-0.006,0.266,-0.021,0.983,0.993,1,-,19398603,19402005,RP5-1126H10.2,,1:19398603-19402005,,
ENSG00000127481,1149.479,0.061,0.048,1.269,0.205,0.424,1,-,19400999,19536770,UBR4,ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol,Acc:HGNC:30313],1:19400999-19536770,
ENSG00000266098,0.699,0.404,0.221,1.825,0.068,NA,1,-,19410045,19410145,NA,NA,1:19410045-19410145,,
ENSG00000230424,51.619,0.119,0.115,1.029,0.303,0.543,1,+,19536994,19567198,RP1-43E13.2,,1:19536994-19567198,,
ENSG00000127463,1195.677,0.112,0.034,3.253,0.001,0.006,1,-,19542157,19578046,EMC1,ER membrane protein complex subunit 1 [Source:HGNC Symbol,Acc:HGNC:28957],1:19542157-19578046,
ENSG00000053372,429.609,0.18,0.067,2.691,0.007,0.031,1,+,19578032,19586622,MRTO4,"MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]",1:19578032-19586622,,
ENSG00000211454,40.593,-0.113,0.13,-0.869,0.385,0.624,1,-,19592475,19600435,AKR7L,aldo-keto reductase family 7-like (gene/pseudogene) [Source:HGNC Symbol,Acc:HGNC:24056],1:19592475-19600435,
ENSG00000162482,32.294,0.279,0.145,1.924,0.054,0.165,1,-,19609051,19615744,AKR7A3,"aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase) [Source:HGNC Symbol;Acc:HGNC:390]",1:19609051-19615744,,
ENSG00000270728,7.973,-0.183,0.228,-0.804,0.421,0.656,1,+,19623573,19624397,RP4-657E11.10,,1:19623573-19624397,,
ENSG00000053371,543.141,-0.055,0.068,-0.81,0.418,0.653,1,-,19630458,19638640,AKR7A2,"aldo-keto reductase family 7, member A2 [Source:HGNC Symbol;Acc:HGNC:389]",1:19630458-19638640,,
ENSG00000200403,0.777,-0.273,0.228,-1.197,0.231,NA,1,-,19631569,19631676,RNU6-1099P,"RNA, U6 small nuclear 1099, pseudogene [Source:HGNC Symbol;Acc:HGNC:48062]",1:19631569-19631676,,
ENSG00000040487,168.052,-0.164,0.078,-2.107,0.035,0.117,1,+,19638819,19655794,PQLC2,PQ loop repeat containing 2 [Source:HGNC Symbol,Acc:HGNC:26001],1:19638819-19655794,
ENSG00000265192,0.739,-0.214,0.227,-0.943,0.345,NA,1,-,19646298,19646554,NA,NA,1:19646298-19646554,,
ENSG00000077549,1626.312,0.049,0.044,1.113,0.266,0.501,1,-,19665266,19812066,CAPZB,"capping protein (actin filament) muscle Z-line, beta [Source:HGNC Symbol;Acc:HGNC:1491]",1:19665266-19812066,,
ENSG00000173436,163.394,0.075,0.071,1.06,0.289,0.528,1,+,19923476,19950284,MINOS1,mitochondrial inner membrane organizing system 1 [Source:HGNC Symbol,Acc:HGNC:32068],1:19923476-19950284,
ENSG00000226396,44.851,0.071,0.119,0.6,0.548,0.755,1,+,19934607,19935062,RP5-1056L3.3,,1:19934607-19935062,,
ENSG00000158747,165.87,0.405,0.102,3.971,0,0.001,1,+,19967047,19983427,NBL1,"neuroblastoma 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]",1:19967047-19983427,,
ENSG00000162542,256.748,-0.106,0.062,-1.71,0.087,0.234,1,-,20008705,20126410,TMCO4,transmembrane and coiled-coil domains 4 [Source:HGNC Symbol,Acc:HGNC:27393],1:20008705-20126410,
ENSG00000169914,201.075,0.031,0.073,0.424,0.672,0.835,1,+,20209005,20239438,OTUD3,OTU deubiquitinase 3 [Source:HGNC Symbol,Acc:HGNC:29038],1:20209005-20239438,
ENSG00000127472,1.528,-0.555,0.262,-2.12,0.034,NA,1,+,20354671,20417683,PLA2G5,phospholipase A2 group V [Source:HGNC Symbol,Acc:HGNC:9038],1:20354671-20417683,
ENSG00000117215,5.673,0.22,0.245,0.898,0.369,0.609,1,-,20438431,20446050,PLA2G2D,phospholipase A2 group IID [Source:HGNC Symbol,Acc:HGNC:9033],1:20438431-20446050,
ENSG00000227066,4.664,-0.155,0.249,-0.623,0.533,0.744,1,+,20480830,20487061,RP3-340N1.2,,1:20480830-20487061,,
ENSG00000187980,4.967,0.025,0.251,0.099,0.921,0.967,1,-,20487745,20503917,PLA2G2C,phospholipase A2 group IIC [Source:HGNC Symbol,Acc:HGNC:9032],1:20487745-20503917,
ENSG00000162543,7.002,-0.7,0.227,-3.085,0.002,0.01,1,+,20512577,20522541,UBXN10,UBX domain protein 10 [Source:HGNC Symbol,Acc:HGNC:26354],1:20512577-20522541,
ENSG00000158816,11.449,-0.302,0.201,-1.502,0.133,0.316,1,+,20617411,20680744,VWA5B1,von Willebrand factor A domain containing 5B1 [Source:HGNC Symbol,Acc:HGNC:26538],1:20617411-20680744,
ENSG00000236963,2.006,0.356,0.266,1.341,0.18,0.389,1,-,20687071,20755275,LINC01141,long intergenic non-protein coding RNA 1141 [Source:HGNC Symbol,Acc:HGNC:49455],1:20687071-20755275,
ENSG00000162545,204.065,-0.789,0.081,-9.75,0,0,1,-,20808883,20812713,CAMK2N1,calcium/calmodulin-dependent protein kinase II inhibitor 1 [Source:HGNC Symbol,Acc:HGNC:24190],1:20808883-20812713,
ENSG00000090432,336.039,0.01,0.052,0.194,0.846,0.933,1,-,20825942,20834654,MUL1,mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol,Acc:HGNC:25762],1:20825942-20834654,
ENSG00000158828,279.61,-0.128,0.065,-1.966,0.049,0.153,1,+,20959947,20978004,PINK1,PTEN induced putative kinase 1 [Source:HGNC Symbol,Acc:HGNC:14581],1:20959947-20978004,
ENSG00000117242,159.655,-0.131,0.073,-1.783,0.075,0.208,1,-,20969149,20978686,PINK1-AS,PINK1 antisense RNA [Source:HGNC Symbol,Acc:HGNC:38872],1:20969149-20978686,
ENSG00000244038,2446.141,0.053,0.032,1.625,0.104,0.266,1,-,20978269,20987884,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic) [Source:HGNC Symbol,Acc:HGNC:2728],1:20978269-20987884,
ENSG00000117245,4.568,-0.309,0.25,-1.239,0.215,0.438,1,-,20990506,20991083,KIF17,kinesin family member 17 [Source:HGNC Symbol,Acc:HGNC:19167],1:20990506-20991083,
ENSG00000189410,0.996,-0.236,0.242,-0.975,0.33,NA,1,-,21046224,21059133,SH2D5,SH2 domain containing 5 [Source:HGNC Symbol,Acc:HGNC:28819],1:21046224-21059133,
ENSG00000127483,1347.824,0.06,0.057,1.045,0.296,0.535,1,-,21069153,21113181,HP1BP3,"heterochromatin protein 1, binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24973]",1:21069153-21113181,,
ENSG00000203394,218.821,-0.085,0.068,-1.249,0.212,0.433,1,+,21069479,21070455,NA,NA,1:21069479-21070455,,
ENSG00000075151,668.034,0.039,0.065,0.604,0.546,0.753,1,-,21132962,21377487,EIF4G3,"eukaryotic translation initiation factor 4 gamma, 3 [Source:HGNC Symbol;Acc:HGNC:3298]",1:21132962-21377487,,
ENSG00000235112,0.405,-0.083,0.174,-0.476,0.634,NA,1,+,21487967,21488574,HSPE1P27,heat shock protein family E (Hsp10) member 1 pseudogene 27 [Source:HGNC Symbol,Acc:HGNC:49346],1:21487967-21488574,
ENSG00000266867,0.685,-0.437,0.22,-1.987,0.047,NA,1,-,21503058,21503122,NA,NA,1:21503058-21503122,,
ENSG00000117298,1545.367,0.476,0.038,12.659,0,0,1,-,21543739,21671997,ECE1,endothelin converting enzyme 1 [Source:HGNC Symbol,Acc:HGNC:3146],1:21543739-21671997,
ENSG00000231105,1.976,0.232,0.265,0.874,0.382,0.622,1,+,21619782,21626267,RP5-1071N3.1,,1:21619782-21626267,,
ENSG00000236216,7.967,-0.179,0.218,-0.823,0.411,0.647,1,+,21724479,21724855,PPP1R11P1,protein phosphatase 1 regulatory inhibitor subunit 11 pseudogene 1 [Source:HGNC Symbol,Acc:HGNC:16326],1:21724479-21724855,
ENSG00000236009,1.052,-0.371,0.245,-1.517,0.129,NA,1,+,21742390,21743985,RP11-293F5.1,,1:21742390-21743985,,
ENSG00000227001,29.172,0.316,0.141,2.231,0.026,0.091,1,-,21751117,21754460,NBPF2P,"neuroblastoma breakpoint family member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:31987]",1:21751117-21754460,,
ENSG00000187952,35.918,0.105,0.129,0.817,0.414,0.65,1,+,21754795,21756029,HS6ST1P1,heparan sulfate 6-O-sulfotransferase 1 pseudogene 1 [Source:HGNC Symbol,Acc:HGNC:31835],1:21754795-21756029,
ENSG00000186543,1.511,-0.343,0.261,-1.317,0.188,NA,1,+,21760810,21764051,CROCCP5,"ciliary rootlet coiled-coil, rootletin pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:43865]",1:21760810-21764051,,
ENSG00000142794,237.687,0.106,0.069,1.535,0.125,0.302,1,+,21766620,21809960,NBPF3,neuroblastoma breakpoint family member 3 [Source:HGNC Symbol,Acc:HGNC:25076],1:21766620-21809960,
ENSG00000162551,41.021,2.882,0.172,16.782,0,0,1,+,21835857,21904902,ALPL,"alkaline phosphatase, liver/bone/kidney [Source:HGNC Symbol;Acc:HGNC:438]",1:21835857-21904902,,
ENSG00000076864,35.99,-0.525,0.134,-3.922,0,0.001,1,-,21922707,21978348,RAP1GAP,RAP1 GTPase activating protein [Source:HGNC Symbol,Acc:HGNC:9858],1:21922707-21978348,
ENSG00000090686,451.855,0.124,0.056,2.199,0.028,0.097,1,-,22004790,22109688,USP48,ubiquitin specific peptidase 48 [Source:HGNC Symbol,Acc:HGNC:18533],1:22004790-22109688,
ENSG00000187942,191.984,-0.264,0.105,-2.505,0.012,0.049,1,+,22138757,22151714,LDLRAD2,low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol,Acc:HGNC:32071],1:22138757-22151714,
ENSG00000142798,908.014,-0.091,0.051,-1.767,0.077,0.213,1,-,22148737,22157206,HSPG2,heparan sulfate proteoglycan 2 [Source:HGNC Symbol,Acc:HGNC:5273],1:22148737-22157206,
ENSG00000232037,15.168,-0.145,0.182,-0.797,0.425,0.659,1,+,22234590,22235073,RP11-26H16.1,,1:22234590-22235073,,
ENSG00000219073,3.506,0.14,0.26,0.54,0.589,0.782,1,+,22303513,22315837,CELA3B,chymotrypsin like elastase family member 3B [Source:HGNC Symbol,Acc:HGNC:15945],1:22303513-22315837,
ENSG00000264385,3.988,-0.122,0.255,-0.478,0.633,0.811,1,-,22305443,22305729,NA,NA,1:22305443-22305729,,
ENSG00000263582,1.015,-0.148,0.243,-0.61,0.542,NA,1,-,22330077,22330361,NA,NA,1:22330077-22330361,,
ENSG00000228397,0.332,0.11,0.159,0.69,0.49,NA,1,-,22350486,22351461,RP1-224A6.3,,1:22350486-22351461,,
ENSG00000218510,79.632,-0.035,0.097,-0.365,0.715,0.862,1,+,22351680,22357396,LINC00339,long intergenic non-protein coding RNA 339 [Source:HGNC Symbol,Acc:HGNC:25011],1:22351680-22357396,
ENSG00000070831,1834.962,0.049,0.049,1,0.317,0.558,1,+,22379119,22419416,CDC42,cell division cycle 42 [Source:HGNC Symbol,Acc:HGNC:1736],1:22379119-22419416,
ENSG00000230068,11.285,-0.162,0.207,-0.783,0.434,0.668,1,+,22385689,22390692,CDC42-IT1,CDC42 intronic transcript 1 [Source:HGNC Symbol,Acc:HGNC:41317],1:22385689-22390692,
ENSG00000162552,23.735,-0.306,0.157,-1.945,0.052,0.159,1,-,22443797,22469459,WNT4,wingless-type MMTV integration site family member 4 [Source:HGNC Symbol,Acc:HGNC:12783],1:22443797-22469459,
ENSG00000234397,97.14,-0.076,0.087,-0.866,0.386,0.626,1,-,22649332,22649824,RP11-415K20.1,,1:22649332-22649824,,
ENSG00000184677,873.346,-0.133,0.054,-2.462,0.014,0.054,1,+,22778343,22857650,ZBTB40,zinc finger and BTB domain containing 40 [Source:HGNC Symbol,Acc:HGNC:29045],1:22778343-22857650,
ENSG00000237200,1.729,-0.169,0.264,-0.639,0.523,0.737,1,+,22843966,22846201,ZBTB40-IT1,ZBTB40 intronic transcript 1 [Source:HGNC Symbol,Acc:HGNC:41493],1:22843966-22846201,
ENSG00000070886,58.83,-0.131,0.111,-1.182,0.237,0.465,1,+,22890056,22916114,EPHA8,EPH receptor A8 [Source:HGNC Symbol,Acc:HGNC:3391],1:22890056-22916114,
ENSG00000173372,1.149,0.26,0.25,1.041,0.298,NA,1,+,22962998,22966101,C1QA,"complement component 1, q subcomponent, A chain [Source:HGNC Symbol;Acc:HGNC:1241]",1:22962998-22966101,,
ENSG00000133216,13.903,-0.15,0.185,-0.811,0.417,0.652,1,+,23037331,23217758,EPHB2,EPH receptor B2 [Source:HGNC Symbol,Acc:HGNC:3393],1:23037331-23217758,
ENSG00000216157,0.786,0.272,0.235,1.159,0.246,NA,1,-,23075309,23075404,AL611946.1,,1:23075309-23075404,,
ENSG00000227868,0.362,-0.081,0.172,-0.472,0.637,NA,1,-,23337326,23340517,C1orf234,chromosome 1 open reading frame 234 [Source:HGNC Symbol,Acc:HGNC:44651],1:23337326-23340517,
ENSG00000004487,944.572,0.023,0.04,0.583,0.56,0.762,1,+,23345940,23410182,KDM1A,lysine (K)-specific demethylase 1A [Source:HGNC Symbol,Acc:HGNC:29079],1:23345940-23410182,
ENSG00000169641,337.614,0.222,0.081,2.728,0.006,0.028,1,-,23410515,23495351,LUZP1,leucine zipper protein 1 [Source:HGNC Symbol,Acc:HGNC:14985],1:23410515-23495351,
